"id","connection","value_type","value_format","unit","custom_axis","warning_high","warning_low","alarm_high","alarm_low","comp_target_var","product","variant_set","value_symbol","name_0","name_1","description_0","description_1","archive","delta","output","allow_update_output","request_comment","numval_format","config_incomplete","offset_sec","factor","comp","comp_recalc","archive_type","plcoperand","from_import","value_max","value_min","value_setpoint","name_2","name_3","name_4","description_2","description_3","description_4","color_class_id","parent","attr_jsonb"
"1081","-10","1","1","-110","","","","","","","","","","VALUE_TPM_JOB_187_last_done","","VALUE_TPM_JOB_187 lastDone Variable","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1082","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1084","-168","-1","1","-110","","","","","","","","","online.[109].pscrap","online.[109].pscrap","online.[109].pscrap","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1085","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1086","1","2","1","-110","","","","","","","","","","Test AS Leave Stückzahl","AS leave piece count","","","1","","","","0","","0","86400","1","0","0","","","","","","","","","","","","","","","null"
"1087","1","2","1","-110","","","","","","","","","","Test AS Leave Stückzahl 2","AS leave piece count 2","","","1","","","","0","","0","86400","1","0","0","","","","","","","","","","","","","","","null"
"1088","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1089","1","3","1","-110","","","","","","","","","","TEST Sollstückzahl 3","","","","1","","","","0","","0","86400","1","0","0","","","","","","","","","","","","","","","null"
"1090","1","3","1","-110","","","","","","","","","","Stückzahl ...","","","","1","","","","0","","0","86400","1","0","0","","","","","","","","","","","","","","","null"
"1091","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1092","-158","-1","1","-15","","","","","","","","","online.DHTEST[15636].ptft","online.DHTEST[15636].ptft","online.DHTEST[15636].ptft","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1273","-10","1","1","-15","","","","","","","","","","VALUE_217_TPM_JOB_44_last_done","","VALUE_217_TPM_JOB_44 lastDone Variable","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1274","-10","1","1","-15","","","","","","","","","","VALUE_217_TPM_JOB_31_interval","","VALUE_217_TPM_JOB_31 interval Variable","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1275","-10","1","1","-15","","","","","","","","","","VALUE_217_TPM_JOB_31_last_done","","VALUE_217_TPM_JOB_31 lastDone Variable","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1276","-10","1","1","-15","","","","","","","","","","VALUE_217_TPM_JOB_31_interval","","VALUE_217_TPM_JOB_31 interval Variable","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1277","-10","1","1","-15","","","","","","","","","","VALUE_217_TPM_JOB_31_last_done","","VALUE_217_TPM_JOB_31 lastDone Variable","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1278","-10","1","1","-102","","","","","","","","","","VALUE_1054_TPM_JOB_19_interval","","VALUE_1054_TPM_JOB_19 interval Variable","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1279","-10","1","1","-102","","","","","","","","","","VALUE_1054_TPM_JOB_19_last_done","","VALUE_1054_TPM_JOB_19 lastDone Variable","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1280","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1285","-10","1","1","-110","","","","","","","","","","VALUE_256_TPM_JOB_4_interval","","VALUE_256_TPM_JOB_4 interval Variable","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1286","-10","1","1","-110","","","","","","","","","","VALUE_256_TPM_JOB_4_last_done","","VALUE_256_TPM_JOB_4 lastDone Variable","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1287","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1288","52","3","1","-110","","","","","","","","","","TV 1","TV 1","","","1","","1","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1289","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1290","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1291","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1292","316","2","1","","","","","1295","","","","","","Stückzähler 1","Stückzähler 1","","","1","","0","0","0","","0","0","1","0","0","","","","1293","","1294","","","","","","","","","null"
"1293","316","3","1","","","","","","","","","","","Stückzähler1_Sollwert","Stückzähler1_Sollwert","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1294","316","0","1","","","","","","","","","","","Stückzähler1_SollAkt","Stückzähler1_SollAkt","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","1292","null"
"1295","316","8","1","","","","","","","","","","","Stückzähler1_Trend","Stückzähler1_Trend","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","1292","null"
"1296","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1297","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1298","316","2","1","","","","","1301","","","","","","Stückzähler 2","Stückzähler 2","","","1","","0","0","0","","0","0","1","0","0","","","","1299","","1300","","","","","","","","","null"
"1299","316","3","1","","","","","","","","","","","Stückzähler2_Sollwert","Stückzähler2_Sollwert","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1300","316","9","1","","","","","","","","","","","Stückzähler2_SollAkt","Stückzähler2_SollAkt","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1301","316","8","1","","","","","","","","","","","Stückzähler2_Trend","Stückzähler2_Trend","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1302","1","2","1","","","","","","","","","","","KSTest.V1","","TestV1","","1","","","","0","","0","3600","1","0","0","","","","","","","","","","","","","","","null"
"1303","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1304","1","2","1","","","","","","","","","","","KSTest.V1","","TestV1","","1","","","","0","","0","3600","1","0","0","","","","","","","","","","","","","","","null"
"1305","-1","0","1","","","","","","","","","","SC849_TV1","SC_849_Testvar1","SC_849_Testvar1","","","0","0","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1307","-1","0","1","","","","","","","","","","SC849_TV2","SC_849_Testvar2","SC_849_Testvar2","","","1","0","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1309","-1","0","1","","","","","","","","","","SC849_TV3","SC_849_Testvar3","SC_849_Testvar3","","","1","10","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1310","316","4","1","-110","","974","975","976","977","","","","","Hannover_Buffer1","Hannover_Buffer1","","","1","","0","0","0","","0","0","1","0","0","","","","972","973","985","","","","","","","","","null"
"1311","1","2","1","","","","","","","","","","","KSTest.V1","","TestV1","","1","","","","0","","0","3600","1","0","0","","","","","","","","","","","","","","","null"
"1312","1","6","1","-30","","","","","","","","","","Test Kamal","","twtwt","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1313","1","2","1","-102","","","","","","","","","","Test 1 KS","","Test 1 KS","","1","","","","0","","0","28800","1","0","0","","","","","","","","","","","","","","","null"
"1314","1","2","1","-30","","","","","","","","","","Test kamal","","Test kamal","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1315","1","6","1","-30","","","","","","","","","","Test KS 1","","Test KS 1","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1317","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1318","52","2","1","-110","","","","","","","","","","Delta Test","Delta Test","","","1","3","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1319","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1324","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1325","972","0","1","","","","","","","","","","SUM_1_REF","SUM_1_REF","SUM_1_REF","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1326","972","0","1","","","","","","","","","","SUM_2_REF","SUM_2_REF","SUM_2_REF","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1327","972","0","1","","","","","","","","","","SUM_RESULT_REF","SUM_RESULT_REF","SUM_RESULT_REF","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1328","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1329","316","0","1","","","","","","","","","","","KS_BW_SUM_1","KS_BW_SUM_1","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1330","316","0","1","","","","","","","","","","","KS_BW_SUM_2","KS_BW_SUM_2","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1331","316","0","1","","","","","","","","","","","KS_BW_SUM_3","KS_BW_SUM_3","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1332","316","0","1","","","","","","","","","","","KS_BW_SUM_RESULT","KS_BW_SUM_RESULT","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1333","974","2","1","-110","","1337","1340","1341","1344","","","","","Ist 1","Ist 1","","","1","","0","0","0","","0","0","1","0","0","","","","","","1335","","","","","","","","","null"
"1334","974","2","1","-110","","1338","1339","1342","1343","","","","","Ist 2","Ist 2","","","1","","0","0","0","","0","0","1","0","0","","","","","","1336","","","","","","","","","null"
"1335","974","3","1","-110","","","","","","","","","","Soll 1","Soll 1","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1336","974","3","1","-110","","","","","","","","","","Soll 2","Soll 2","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1337","974","0","1","-110","","","","","","","","","","U Warn 1","U Warn 1","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1338","974","0","1","-110","","","","","","","","","","U Warn 2","U Warn 2","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1339","974","0","1","-110","","","","","","","","","","L Warn 2","L Warn 2","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1340","974","0","1","-110","","","","","","","","","","L Warn 1","L Warn 1","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1341","974","0","1","-110","","","","","","","","","","U Alarm 1","U Alarm 1","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1342","974","0","1","-110","","","","","","","","","","U Alarm 2","U Alarm 2","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1343","974","0","1","-110","","","","","","","","","","L Alarm 2","L Alarm 2","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1344","974","0","1","-110","","","","","","","","","","L Alarm 1","L Alarm 1","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1345","979","2","1","","","","","","","","","","SCC Knoten 1 var num Ist","SCC Knoten 1 var num Ist","SCC Knoten 1 var num Ist","SCC Knoten 1 var num Ist","SCC Knoten 1 var num Ist","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1347","979","66","2","","","","","","","","","","SCC Knoten 1 var bool","SCC Knoten 1 var bool","SCC Knoten 1 var bool","SCC Knoten 1 var bool","SCC Knoten 1 var bool","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1349","979","0","3","","","","","","","","","","SCC Knoten 1 var string","SCC Knoten 1 var string","SCC Knoten 1 var string","SCC Knoten 1 var string","SCC Knoten 1 var string","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1351","979","3","1","","","","","","","","","","SCC Knoten 1 var num Soll","SCC Knoten 1 var num Soll","SCC Knoten 1 var num Soll","SCC Knoten 1 var num Soll","SCC Knoten 1 var num Soll","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1356","977","2","1","","","","","","","","","","SCC Knoten 2 var num Ist","SCC Knoten 2 var num Ist","SCC Knoten 2 var num Ist","SCC Knoten 2 var num Ist","SCC Knoten 2 var num Ist","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1357","977","66","2","","","","","","","","","","SCC Knoten 2 var bool","SCC Knoten 2 var bool","SCC Knoten 2 var bool","SCC Knoten 2 var bool","SCC Knoten 2 var bool","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1358","977","0","3","","","","","","","","","","SCC Knoten 2 var string","SCC Knoten 2 var string","SCC Knoten 2 var string","SCC Knoten 2 var string","SCC Knoten 2 var string","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1359","977","3","1","","","","","","","","","","SCC Knoten 2 var num Soll","SCC Knoten 2 var num Soll","SCC Knoten 2 var num Soll","SCC Knoten 2 var num Soll","SCC Knoten 2 var num Soll","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1364","981","2","1","","","","","","","","","","SCC Knoten 3 var num Ist","SCC Knoten 3 var num Ist","SCC Knoten 3 var num Ist","SCC Knoten 3 var num Ist","SCC Knoten 3 var num Ist","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1365","981","66","2","","","","","","","","","","SCC Knoten 3 var bool","SCC Knoten 3 var bool","SCC Knoten 3 var bool","SCC Knoten 3 var bool","SCC Knoten 3 var bool","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1366","981","0","3","","","","","","","","","","SCC Knoten 3 var string","SCC Knoten 3 var string","SCC Knoten 3 var string","SCC Knoten 3 var string","SCC Knoten 3 var string","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1367","981","3","1","","","","","","","","","","SCC Knoten 3 var num Soll","SCC Knoten 3 var num Soll","SCC Knoten 3 var num Soll","SCC Knoten 3 var num Soll","SCC Knoten 3 var num Soll","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1372","983","2","1","","","","","","","","","","SCC Knoten 4 var num Ist","SCC Knoten 4 var num Ist","SCC Knoten 4 var num Ist","SCC Knoten 4 var num Ist","SCC Knoten 4 var num Ist","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1373","983","66","2","","","","","","","","","","SCC Knoten 4 var bool","SCC Knoten 4 var bool","SCC Knoten 4 var bool","SCC Knoten 4 var bool","SCC Knoten 4 var bool","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1374","983","0","3","","","","","","","","","","SCC Knoten 4 var string","SCC Knoten 4 var string","SCC Knoten 4 var string","SCC Knoten 4 var string","SCC Knoten 4 var string","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1375","983","3","1","","","","","","","","","","SCC Knoten 4 var num Soll","SCC Knoten 4 var num Soll","SCC Knoten 4 var num Soll","SCC Knoten 4 var num Soll","SCC Knoten 4 var num Soll","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1376","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1377","2","2","1","","","","","","","","","","","Kamal_Test_Var1","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1378","-199","-1","1","-110","","","","","","","","","online.Don't TOUCH SCC live[15756].preal","online.Don't TOUCH SCC live[15756].preal","online.Don't TOUCH SCC live[15756].preal","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1379","-198","-1","1","-110","","","","","","","","","online.Don't TOUCH SCC live[15756].ptarg","online.Don't TOUCH SCC live[15756].ptarg","online.Don't TOUCH SCC live[15756].ptarg","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1380","-197","-1","1","-15","","","","","","","","","online.Don't TOUCH SCC live[15756].ctarg","online.Don't TOUCH SCC live[15756].ctarg","online.Don't TOUCH SCC live[15756].ctarg","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1381","-196","-1","1","-15","","","","","","","","","online.Don't TOUCH SCC live[15756].wtb","online.Don't TOUCH SCC live[15756].wtb","online.Don't TOUCH SCC live[15756].wtb","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1382","-309","-1","1","-60","","","","","","","","","online.Don't TOUCH SCC live[15756].qr","online.Don't TOUCH SCC live[15756].qr","online.Don't TOUCH SCC live[15756].qr","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1383","-158","-1","1","-15","","","","","","","","","online.Don't TOUCH SCC live[15756].ptft","online.Don't TOUCH SCC live[15756].ptft","online.Don't TOUCH SCC live[15756].ptft","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1384","-159","-1","1","-15","","","","","","","","","online.Don't TOUCH SCC live[15756].tna","online.Don't TOUCH SCC live[15756].tna","online.Don't TOUCH SCC live[15756].tna","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1385","-160","-1","1","-60","","","","","","","","","online.Don't TOUCH SCC live[15756].pna","online.Don't TOUCH SCC live[15756].pna","online.Don't TOUCH SCC live[15756].pna","","","0","","0","0","0","p#0.0 %","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1386","-163","-1","1","-60","","","","","","","","","online.Don't TOUCH SCC live[15756].perr","online.Don't TOUCH SCC live[15756].perr","online.Don't TOUCH SCC live[15756].perr","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1387","-164","-1","1","-60","","","","","","","","","online.Don't TOUCH SCC live[15756].avse","online.Don't TOUCH SCC live[15756].avse","online.Don't TOUCH SCC live[15756].avse","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1388","-165","-1","1","-110","","","","","","","","","online.Don't TOUCH SCC live[15756].ptrend_delta","online.Don't TOUCH SCC live[15756].ptrend_delta","online.Don't TOUCH SCC live[15756].ptrend_delta","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1389","-166","-1","1","-110","","","","","","","","","online.Don't TOUCH SCC live[15756].ptrend","online.Don't TOUCH SCC live[15756].ptrend","online.Don't TOUCH SCC live[15756].ptrend","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1390","-168","-1","1","-110","","","","","","","","","online.Don't TOUCH SCC live[15756].pscrap","online.Don't TOUCH SCC live[15756].pscrap","online.Don't TOUCH SCC live[15756].pscrap","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1391","-175","-1","1","-60","","","","","","","","","online.Don't TOUCH SCC live[15756].oee","online.Don't TOUCH SCC live[15756].oee","online.Don't TOUCH SCC live[15756].oee","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1392","-176","-1","1","-60","","","","","","","","","online.Don't TOUCH SCC live[15756].avp","online.Don't TOUCH SCC live[15756].avp","online.Don't TOUCH SCC live[15756].avp","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1393","-177","-1","1","-60","","","","","","","","","online.Don't TOUCH SCC live[15756].avtot","online.Don't TOUCH SCC live[15756].avtot","online.Don't TOUCH SCC live[15756].avtot","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1394","-178","-1","1","-60","","","","","","","","","online.Don't TOUCH SCC live[15756].avsys","online.Don't TOUCH SCC live[15756].avsys","online.Don't TOUCH SCC live[15756].avsys","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1395","-179","-1","1","-60","","","","","","","","","online.Don't TOUCH SCC live[15756].avorg","online.Don't TOUCH SCC live[15756].avorg","online.Don't TOUCH SCC live[15756].avorg","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1396","-180","-1","1","-60","","","","","","","","","online.Don't TOUCH SCC live[15756].avtec","online.Don't TOUCH SCC live[15756].avtec","online.Don't TOUCH SCC live[15756].avtec","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1397","-183","-1","1","-110","","","","","","","","","online.Don't TOUCH SCC live[15756].fcsys","online.Don't TOUCH SCC live[15756].fcsys","online.Don't TOUCH SCC live[15756].fcsys","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1398","-184","-1","1","-110","","","","","","","","","online.Don't TOUCH SCC live[15756].fcorg","online.Don't TOUCH SCC live[15756].fcorg","online.Don't TOUCH SCC live[15756].fcorg","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1399","-185","-1","1","-110","","","","","","","","","online.Don't TOUCH SCC live[15756].fctec","online.Don't TOUCH SCC live[15756].fctec","online.Don't TOUCH SCC live[15756].fctec","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1400","-186","-1","1","-110","","","","","","","","","online.Don't TOUCH SCC live[15756].fctot","online.Don't TOUCH SCC live[15756].fctot","online.Don't TOUCH SCC live[15756].fctot","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1401","-187","-1","1","-15","","","","","","","","","online.Don't TOUCH SCC live[15756].ftsys","online.Don't TOUCH SCC live[15756].ftsys","online.Don't TOUCH SCC live[15756].ftsys","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1402","-188","-1","1","-15","","","","","","","","","online.Don't TOUCH SCC live[15756].ftorg","online.Don't TOUCH SCC live[15756].ftorg","online.Don't TOUCH SCC live[15756].ftorg","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1403","-189","-1","1","-15","","","","","","","","","online.Don't TOUCH SCC live[15756].fttec","online.Don't TOUCH SCC live[15756].fttec","online.Don't TOUCH SCC live[15756].fttec","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1404","-190","-1","1","-15","","","","","","","","","online.Don't TOUCH SCC live[15756].fttot","online.Don't TOUCH SCC live[15756].fttot","online.Don't TOUCH SCC live[15756].fttot","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1405","-191","-1","1","-15","","","","","","","","","online.Don't TOUCH SCC live[15756].ftcon","online.Don't TOUCH SCC live[15756].ftcon","online.Don't TOUCH SCC live[15756].ftcon","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1406","-192","-1","1","-15","","","","","","","","","online.Don't TOUCH SCC live[15756].wtn","online.Don't TOUCH SCC live[15756].wtn","online.Don't TOUCH SCC live[15756].wtn","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1407","-193","-1","1","-15","","","","","","","","","online.Don't TOUCH SCC live[15756].bttpm","online.Don't TOUCH SCC live[15756].bttpm","online.Don't TOUCH SCC live[15756].bttpm","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1408","-194","-1","1","-15","","","","","","","","","online.Don't TOUCH SCC live[15756].bta","online.Don't TOUCH SCC live[15756].bta","online.Don't TOUCH SCC live[15756].bta","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1409","-195","-1","1","-15","","","","","","","","","online.Don't TOUCH SCC live[15756].btp","online.Don't TOUCH SCC live[15756].btp","online.Don't TOUCH SCC live[15756].btp","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1410","-309","-1","1","-60","","","","","","","","","online.SCC Knoten 1[15757].qr","online.SCC Knoten 1[15757].qr","online.SCC Knoten 1[15757].qr","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1411","-158","-1","1","-15","","","","","","","","","online.SCC Knoten 1[15757].ptft","online.SCC Knoten 1[15757].ptft","online.SCC Knoten 1[15757].ptft","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1412","-159","-1","1","-15","","","","","","","","","online.SCC Knoten 1[15757].tna","online.SCC Knoten 1[15757].tna","online.SCC Knoten 1[15757].tna","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1413","-160","-1","1","-60","","","","","","","","","online.SCC Knoten 1[15757].pna","online.SCC Knoten 1[15757].pna","online.SCC Knoten 1[15757].pna","","","0","","0","0","0","p#0.0 %","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1414","-163","-1","1","-60","","","","","","","","","online.SCC Knoten 1[15757].perr","online.SCC Knoten 1[15757].perr","online.SCC Knoten 1[15757].perr","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1415","-164","-1","1","-60","","","","","","","","","online.SCC Knoten 1[15757].avse","online.SCC Knoten 1[15757].avse","online.SCC Knoten 1[15757].avse","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1416","-165","-1","1","-110","","","","","","","","","online.SCC Knoten 1[15757].ptrend_delta","online.SCC Knoten 1[15757].ptrend_delta","online.SCC Knoten 1[15757].ptrend_delta","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1417","-166","-1","1","-110","","","","","","","","","online.SCC Knoten 1[15757].ptrend","online.SCC Knoten 1[15757].ptrend","online.SCC Knoten 1[15757].ptrend","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1418","-168","-1","1","-110","","","","","","","","","online.SCC Knoten 1[15757].pscrap","online.SCC Knoten 1[15757].pscrap","online.SCC Knoten 1[15757].pscrap","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1419","-175","-1","1","-60","","","","","","","","","online.SCC Knoten 1[15757].oee","online.SCC Knoten 1[15757].oee","online.SCC Knoten 1[15757].oee","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1420","-176","-1","1","-60","","","","","","","","","online.SCC Knoten 1[15757].avp","online.SCC Knoten 1[15757].avp","online.SCC Knoten 1[15757].avp","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"1421","-177","-1","1","-60","","","","","","","","","online.SCC Knoten 1[15757].avtot","online.SCC Knoten 1[15757].avtot","online.SCC Knoten 1[15757].avtot","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
