"id","connection","value_type","value_format","unit","custom_axis","warning_high","warning_low","alarm_high","alarm_low","comp_target_var","product","variant_set","value_symbol","name_0","name_1","description_0","description_1","archive","delta","output","allow_update_output","request_comment","numval_format","config_incomplete","offset_sec","factor","comp","comp_recalc","archive_type","plcoperand","from_import","value_max","value_min","value_setpoint","name_2","name_3","name_4","description_2","description_3","description_4","color_class_id","parent","attr_jsonb"
"10","-1","9","1","","","","","","","","","","","Sapient Test Only Current","","","","0","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"11","-1","9","1","","","","","","","","","","","Sapient Test Archive, No. 2","","","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"12","-1","9","1","","","","","","","","","","","Gateway Test Archive","","","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"13","-1","4","1","","","295","","","","","","","","Gateway Test Num","GW Test Num","","","1","","","","0","","0","0","1","0","0","","","","295","294","","","","","","","","","","null"
"14","-1","9","1","","","","","","","","","","","Gateway Test Num","","","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"15","1","5","1","","","","","","","","","","int.stk1","Counter","Counter","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"16","-1","0","1","","","","","","","","","","","Sapient Test Archive","","","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"22","26","0","1","","","","","","","","","","ADTest1.V1","ADTest1.V1","ADTest1.V1","","","1","21","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"28","-199","-1","1","-110","","","","","","","","","online.[90].preal","online.[90].preal","online.[90].preal","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"29","-325","-1","1","-15","","","","","","","","","online.[90].ns_mda","online.[90].ns_mda","online.[90].ns_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"30","-324","-1","1","-15","","","","","","","","","online.[90].srt_mda","online.[90].srt_mda","online.[90].srt_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"31","-323","-1","1","-15","","","","","","","","","online.[90].mt_mda","online.[90].mt_mda","online.[90].mt_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"32","-322","-1","1","-15","","","","","","","","","online.[90].ret_mda","online.[90].ret_mda","online.[90].ret_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"33","-321","-1","1","-15","","","","","","","","","online.[90].fts_mda","online.[90].fts_mda","online.[90].fts_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"34","-320","-1","1","-15","","","","","","","","","online.[90].fto_mda","online.[90].fto_mda","online.[90].fto_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"35","-319","-1","1","-15","","","","","","","","","online.[90].ftt_mda","online.[90].ftt_mda","online.[90].ftt_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"36","-318","-1","1","-15","","","","","","","","","online.[90].lt_mda","online.[90].lt_mda","online.[90].lt_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"37","-317","-1","1","-15","","","","","","","","","online.[90].sut_mda","online.[90].sut_mda","online.[90].sut_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"38","-316","-1","1","-15","","","","","","","","","online.[90].ddt_mda","online.[90].ddt_mda","online.[90].ddt_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"39","-315","-1","1","-15","","","","","","","","","online.[90].uddt_mda","online.[90].uddt_mda","online.[90].uddt_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"40","-314","-1","1","-15","","","","","","","","","online.[90].pt_mda","online.[90].pt_mda","online.[90].pt_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"41","-313","-1","1","-15","","","","","","","","","online.[90].mtbf_mda","online.[90].mtbf_mda","online.[90].mtbf_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"42","-312","-1","1","-15","","","","","","","","","online.[90].mttr_mda","online.[90].mttr_mda","online.[90].mttr_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"43","-310","-1","1","-60","","","","","","","","","online.[90].oee_mda","online.[90].oee_mda","online.[90].oee_mda","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"44","-309","-1","1","-60","","","","","","","","","online.[90].qr","online.[90].qr","online.[90].qr","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"45","-308","-1","1","-60","","","","","","","","","online.[90].yr_mda","online.[90].yr_mda","online.[90].yr_mda","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"46","-307","-1","1","-60","","","","","","","","","online.[90].avtot_mda","online.[90].avtot_mda","online.[90].avtot_mda","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"47","-306","-1","1","-60","","","","","","","","","online.[90].avs_mda","online.[90].avs_mda","online.[90].avs_mda","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"48","-305","-1","1","-60","","","","","","","","","online.[90].avo_mda","online.[90].avo_mda","online.[90].avo_mda","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"49","-304","-1","1","-60","","","","","","","","","online.[90].avt_mda","online.[90].avt_mda","online.[90].avt_mda","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"50","-303","-1","1","-15","","","","","","","","","online.[90].pu_mda","online.[90].pu_mda","online.[90].pu_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"51","-302","-1","1","-60","","","","","","","","","online.[90].drt_mda","online.[90].drt_mda","online.[90].drt_mda","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"52","-301","-1","1","-60","","","","","","","","","online.[90].drc_mda","online.[90].drc_mda","online.[90].drc_mda","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"53","-158","-1","1","-15","","","","","","","","","online.[90].ptft","online.[90].ptft","online.[90].ptft","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"54","-159","-1","1","-15","","","","","","","","","online.[90].tna","online.[90].tna","online.[90].tna","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"55","-160","-1","1","-60","","","","","","","","","online.[90].pna","online.[90].pna","online.[90].pna","","","0","","0","0","0","p#0.0 %","0","0","1","0","0","","","","","","","","","","","","","","","null"
"56","-163","-1","1","-60","","","","","","","","","online.[90].perr","online.[90].perr","online.[90].perr","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"57","-164","-1","1","-60","","","","","","","","","online.[90].avse","online.[90].avse","online.[90].avse","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"58","-165","-1","1","-110","","","","","","","","","online.[90].ptrend_delta","online.[90].ptrend_delta","online.[90].ptrend_delta","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"59","-166","-1","1","-110","","","","","","","","","online.[90].ptrend","online.[90].ptrend","online.[90].ptrend","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"60","-168","-1","1","-110","","","","","","","","","online.[90].pscrap","online.[90].pscrap","online.[90].pscrap","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"61","-175","-1","1","-60","","","","","","","","","online.[90].oee","online.[90].oee","online.[90].oee","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"62","-176","-1","1","-60","","","","","","","","","online.[90].avp","online.[90].avp","online.[90].avp","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"63","-177","-1","1","-60","","","","","","","","","online.[90].avtot","online.[90].avtot","online.[90].avtot","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"64","-178","-1","1","-60","","","","","","","","","online.[90].avsys","online.[90].avsys","online.[90].avsys","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"65","-179","-1","1","-60","","","","","","","","","online.[90].avorg","online.[90].avorg","online.[90].avorg","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"66","-180","-1","1","-60","","","","","","","","","online.[90].avtec","online.[90].avtec","online.[90].avtec","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"67","-183","-1","1","-110","","","","","","","","","online.[90].fcsys","online.[90].fcsys","online.[90].fcsys","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"68","-184","-1","1","-110","","","","","","","","","online.[90].fcorg","online.[90].fcorg","online.[90].fcorg","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"69","-185","-1","1","-110","","","","","","","","","online.[90].fctec","online.[90].fctec","online.[90].fctec","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"70","-186","-1","1","-110","","","","","","","","","online.[90].fctot","online.[90].fctot","online.[90].fctot","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"71","-187","-1","1","-15","","","","","","","","","online.[90].ftsys","online.[90].ftsys","online.[90].ftsys","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"72","-188","-1","1","-15","","","","","","","","","online.[90].ftorg","online.[90].ftorg","online.[90].ftorg","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"73","-189","-1","1","-15","","","","","","","","","online.[90].fttec","online.[90].fttec","online.[90].fttec","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"74","-190","-1","1","-15","","","","","","","","","online.[90].fttot","online.[90].fttot","online.[90].fttot","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"75","-191","-1","1","-15","","","","","","","","","online.[90].ftcon","online.[90].ftcon","online.[90].ftcon","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"76","-192","-1","1","-15","","","","","","","","","online.[90].wtn","online.[90].wtn","online.[90].wtn","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"77","-193","-1","1","-15","","","","","","","","","online.[90].bttpm","online.[90].bttpm","online.[90].bttpm","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"78","-194","-1","1","-15","","","","","","","","","online.[90].bta","online.[90].bta","online.[90].bta","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"79","-195","-1","1","-15","","","","","","","","","online.[90].btp","online.[90].btp","online.[90].btp","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"80","-196","-1","1","-15","","","","","","","","","online.[90].wtb","online.[90].wtb","online.[90].wtb","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"81","-197","-1","1","-15","","","","","","","","","online.[90].ctarg","online.[90].ctarg","online.[90].ctarg","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"82","-198","-1","1","-110","","","","","","","","","online.[90].ptarg","online.[90].ptarg","online.[90].ptarg","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"85","-309","-1","1","-60","","","","","","","","","online.[116].qr","online.[116].qr","online.[116].qr","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"100","-308","-1","1","-60","","","","","","","","","online.[1].yr_mda","online.[1].yr_mda","online.[1].yr_mda","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"129","26","40","2","","","","","","","","","","ADTest1.V3","ADTest1.V3","ADTest1.V3","","","0","51","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"130","26","40","3","","","","","","","","","","ADTest1.V4","ADTest1.V4","ADTest1.V4","","","0","61","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"131","26","40","2","","","","","","","","","","ADTest1.Bool","Bool","Bool","","","0","41","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"132","2","4","1","","","","","","","","","","TestVar 1","TestVar 1","","","","1","","","","0","","0","0","1","0","0","","","","297","296","","","","","","","","","","null"
"134","-1","4","1","","","","","","","","","","TV1","TestVar 1","","","","1","","","","0","d#0","0","0","1","0","0","","","","299","298","254","","","","","","","","","null"
"135","-1","3","2","","","","","","","","","","TV2","TestVar 2","","","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"136","-1","3","3","","","","","","","","","","TV3","TestVar 3","","","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"192","52","2","1","-110","","","","","","","","","KA_Test_Istwert1","Ist-Wert 1","Actual Value 1","Ist-Wert 1 Beschreibung","Actual Value 1 description","1","","0","0","0","","0","0","1","0","0","","","","","","193","","","","","","","","","null"
"193","52","3","1","-110","","","","","","","","","","Soll-Wert 1","Target Value 1","Soll-Wert 1 Beschreibung","Target Value 1 description","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"194","52","3","1","-110","","","","","","","","","","Soll-Wert 2","Target Value 2","Soll-Wert 2 Beschreibung","Target Value 2 description","1","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"195","52","2","1","-110","","","","","","","","","","Ist-Wert 2","Actual Value 2","Ist-Wert 2 Beschreibung","Actual Value 2 description","1","","0","0","0","","0","3600","1","0","0","","","","","","193","","","","","","","","","null"
"196","52","4","1","","","","","","","","","","","Puffer","Buffer","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"197","52","9","1","","","","","","","","","","","Soll akt","Target act","Soll akt Beschreibung","Target act description","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"198","52","0","1","","","","","","","","","","","Andere","Other","","","1","","0","0","0","","0","0","1","0","0","","","","","","197","","","","","","","","","null"
"201","26","0","1","","","","","","","","","","ADTest1.V5","ADTest1.V5","ADTest1.V5","","","0","31","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"207","91","4","1","-110","","","","","","","","","","Station1_Pufferzähler","Station1_Pufferzähler","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"208","-199","-1","1","-110","","","","","","","","","online.[452].preal","online.[452].preal","online.[452].preal","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"210","-168","-1","1","-110","","","","","","","","","online.[452].pscrap","online.[452].pscrap","online.[452].pscrap","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"211","-304","-1","1","-60","","","","","","","","","online.[452].avt_mda","online.[452].avt_mda","online.[452].avt_mda","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"212","-312","-1","1","-15","","","","","","","","","online.[452].mttr_mda","online.[452].mttr_mda","online.[452].mttr_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"213","-313","-1","1","-15","","","","","","","","","online.[452].mtbf_mda","online.[452].mtbf_mda","online.[452].mtbf_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"214","-310","-1","1","-60","","","","","","","","","online.[452].oee_mda","online.[452].oee_mda","online.[452].oee_mda","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"215","91","6","1","-110","","","","","","","","","","Station1_Ist-Taktzeit","Station1_Ist-Taktzeit","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"216","-312","-1","1","-15","","","","","","","","","online.[453].mttr_mda","online.[453].mttr_mda","online.[453].mttr_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"217","-313","-1","1","-15","","","","","","","","","online.[453].mtbf_mda","online.[453].mtbf_mda","online.[453].mtbf_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"218","-310","-1","1","-60","","","","","","","","","online.[453].oee_mda","online.[453].oee_mda","online.[453].oee_mda","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"219","-304","-1","1","-60","","","","","","","","","online.[453].avt_mda","online.[453].avt_mda","online.[453].avt_mda","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"220","-168","-1","1","-110","","","","","","","","","online.[453].pscrap","online.[453].pscrap","online.[453].pscrap","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"221","-199","-1","1","-110","","","","","","","","","online.[453].preal","online.[453].preal","online.[453].preal","","","0","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"222","92","4","1","-110","","","","","","","","","","Station2_Pufferzähler","Station2_Pufferzähler","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"223","92","6","1","-110","","","","","","","","","","Station2_Ist-Taktzeit","Station2_Ist-Taktzeit","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"224","91","66","1","","","","","","","","","","","Station1_Zustand","Station1_Zustand","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"225","92","66","1","","","","","","","","","","","Station2_Zustand","Station2_Zustand","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"226","-312","-1","1","-15","","","","","","","","","online.[527].mttr_mda","online.[527].mttr_mda","online.[527].mttr_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"227","-304","-1","1","-60","","","","","","","","","online.[527].avt_mda","online.[527].avt_mda","online.[527].avt_mda","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"228","-312","-1","1","-15","","","","","","","","","online.[528].mttr_mda","online.[528].mttr_mda","online.[528].mttr_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"229","-304","-1","1","-60","","","","","","","","","online.[528].avt_mda","online.[528].avt_mda","online.[528].avt_mda","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"230","-312","-1","1","-15","","","","","","","","","online.[529].mttr_mda","online.[529].mttr_mda","online.[529].mttr_mda","","","0","","0","0","0","t","0","0","1","0","0","","","","","","","","","","","","","","","null"
"231","-304","-1","1","-60","","","","","","","","","online.[529].avt_mda","online.[529].avt_mda","online.[529].avt_mda","","","0","","0","0","0","d##.#","0","0","1","0","0","","","","","","","","","","","","","","","null"
"238","195","2","1","","","","","","","","","","plc19.CNT001","Counter 1","","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"244","206","2","1","","","","","","","","","","plc21.CNT0001","Counter 1","","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"245","206","2","1","","","","","","","","","","plc21.CNT0002","Counter 2","","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"248","208","2","1","","","","","","","","","","plc23.CNT0001","Counter 1","","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"249","208","2","1","","","","","","","","","","plc23.CNT0002","Counter 2","","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"250","209","2","1","","","","","","","","","","plc24.CNT0001","Counter 1","","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"251","209","2","1","","","","","","","","","","plc24.CNT0002","Counter 2","","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"252","210","2","1","","","","","","","","","","plc191.CNT001","Counter 1","","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"253","210","2","1","","","","","","","","","","plc191.CNT002","Counter 2","","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"254","52","3","1","-110","","","","","","","","","","Soll-Wert HC","HC Target Value","Soll-Wert HC Beschreibung","HC Target Value description","1","","0","0","0","","0","28800","1","0","0","","","","","","","","","","","","","","","null"
"256","52","2","1","-110","","","","","","","","","","Ist-Wert HC","HC Actual Value","Ist-Wert HC Beschreibung","HC Actual Value description","1","","0","0","0","d#.#","0","28800","1","0","0","","","","","","920","","","","","","","","","null"
"260","52","40","1","-110","","","","","","","","","","NIO HC","HC NIO","","","1","","0","0","0","d#0","0","86400","1","0","0","","","","","","194","","","","","","","","","null"
"275","26","2","1","","","","","","","","","","ADTest1.I","Ist","Ist","","","0","1","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"276","26","40","1","","","","","","","","","","ADTest1.S","Ausschuss","Ausschuss","","","0","71","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"279","32","2","1","","","","","","","","","","ADTest1.1.I","Ist","Ist","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"280","32","40","1","","","","","","","","","","ADTest1.1.S","Ausschuss","Ausschuss","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"283","33","2","1","","","","","","","","","","ADTest1.2.I","Ist","Ist","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"285","33","40","1","","","","","","","","","","ADTest1.2.S","Ausschuss","Ausschuss","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"288","34","2","1","","","","","","","","","","ADTest1.3.I","Ist","Ist","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"289","34","40","1","","","","","","","","","","ADTest1.3.S","Ausschuss","Ausschuss","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"292","56","2","1","","","","","","","","","","ADTest1.4.I","Ist","Ist","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"293","56","40","1","","","","","","","","","","ADTest1.4.S","Ausschuss","Ausschuss","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"294","-1","9","1","","","","","","","","","","","V1","V1","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"295","-1","9","1","","","","","","","","","","","V2","V2","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"296","-1","9","1","","","","","","","","","","","V3","V3","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"297","-1","9","1","","","","","","","","","","","V4","V4","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"298","-1","9","1","","","","","","","","","","","V5","V5","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"299","-1","9","1","","","","","","","","","","","V6","V6","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"371","52","6","1","-15","","","","","374","","","","","Taktzeit","Cycle time","","","1","","0","0","0","","0","0","1","0","0","","","","373","374","","","","","","","","","","null"
"373","52","5","1","-15","","","","","","","","","","Takt up","Cycle up","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"374","52","5","1","-15","","","","","","","","","","Takt low","Cycle low","","","1","","0","0","0","","0","3600","1","0","0","","","","","","","","","","","","","","","null"
"377","52","6","1","","","","","","","","","","","Taktzeit 2","Cycle time 2","","","1","","0","0","0","","0","0","1","0","0","","","","378","379","","","","","","","","","","null"
"378","52","5","1","","","","","","","","","","","Takt up 2","Cycle up 2","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"379","52","5","1","","","","","","","","","","","Takt low 2","Cycle low 2","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"383","1","9","1","","","","","","","","","","","HC Soll 2","HC Target 2","","","1","","","","0","","0","3600","1","0","0","","","","","","","","","","","","","","","null"
"385","316","2","1","","","","","","","","","","IS","Iststück","Iststück","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"386","1","3","1","","","","","","","","","","","Sollstück","Sollstück","","","1","","1","0","0","","0","86400","1","0","0","","","","","","","","","","","","","","","null"
"389","1","2","1","","","","","","421","","","","","HC Ist 2","HC Actual 2","","","1","","","","0","","0","3600","1","0","0","","","","","","383","","","","","","","","","null"
"390","1","9","1","","","","","","","","","","","HC Soll Shift","HC Target Shift","","","1","","","","0","","0","28800","1","0","0","","","","","","","","","","","","","","","null"
"391","1","2","1","","","","","","","","","","","HC Ist Shift","HC Actual Shift","","","1","","","","0","","0","28800","1","0","0","","","","","","390","","","","","","","","","null"
"393","1","9","1","","","","","","","","","","","HC Soll Day","HC Target Day","","","1","","","","0","","0","86400","1","0","0","","","","","","","","","","","","","","","null"
"394","1","2","1","","","","","","","","","","","HC Ist Day","HC Actual Day","","","1","","","","0","","0","86400","1","0","0","","","","","","393","","","","","","","","","null"
"397","1","1","1","-51","","","","","","","","","","TEST 2","","TEST 2 DESC","","1","","","","0","","0","28800","1","0","0","","","","","","15","","","","","","","","","null"
"411","1","2","1","-61","","","","","","","","","","ka test boardlet","ka test boardlet","","","1","","","","0","","0","3600","1","0","0","","","","","","","","","","","","","","","null"
"416","-1","0","1","","","","","","","","","","test_tm_aggr","test variable für aggregierung","","","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"418","-1","9","1","","","","","","","","","","","","","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"419","-1","9","1","","","","","","","","","","","","","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"420","-1","9","1","","","","","","","","","","","","","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"421","-1","9","1","","","","13","","","","","","","","","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"423","316","2","1","","","","","","","","","","","AGG_SUM_VAR_1","AGG_SUM_VAR_1","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"425","1","9","1","-110","","","","","","","","","","HC A","","","","1","","","","0","","0","3600","1","0","0","","","","","","","","","","","","","","","null"
"433","316","2","1","","","","","","","","","","","AGG_AVG_VAR_1","AGG_AVG_VAR_1","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"434","316","2","1","","","","","","","","","","","AGG_MIN_VAR_1","AGG_MIN_VAR_1","","","1","","0","0","0","d#0","0","0","1","0","0","","","","","","","","","","","","","","","null"
"435","316","2","1","","","","","","","","","","","AGG_MAX_VAR_1","AGG_MAX_VAR_1","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"440","384","0","1","-15","","","","","","","","","","MotorLinks_MaxLaufzeit","MotorLinks_MaxLaufzeit","","","0","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"441","384","0","1","-15","","","","440","","","","","","MotorLinks_Laufzeit","MotorLinks_Laufzeit","","","1","","0","0","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"442","-1","0","1","","","","","","","","","","test_tm_berch","test variable für berechnete Werte","","","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"444","-1","0","1","","","","","","","","","","test_tm_berch1","test variable für berechnete Werte1","","","","1","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
"458","428","2","1","","","","","","","","","","plc13.CNT0001","Counter 1","","","","","","","","0","","0","0","1","0","0","","","","","","","","","","","","","","","null"
